usuario_id,valor,data
36372,21.14,2024-05-09
2459,106.55,2024-08-05
16671,134.22,2024-12-12
20870,63.48,2024-03-01
21962,142.97,2024-11-07
36391,109.66,2024-01-11
46881,73.01,2024-12-13
28754,64.77,2024-01-30
39754,52.35,2024-03-17
16809,136.92,2024-12-11
48470,60.98,2024-10-17
2552,47.1,2024-03-16
14596,115.42,2024-04-25
29870,131.02,2024-03-22
29269,114.49,2024-05-28
19454,59.33,2024-01-11
30427,126.81,2024-11-01
8470,68.07,2024-06-27
14643,11.08,2024-01-14
14462,22.2,2024-09-30
44703,144.72,2024-06-16
49113,16.12,2024-12-31
25370,118.66,2024-08-26
23437,135.42,2024-12-25
16599,101.28,2024-03-05
1664,29.57,2024-03-22
44608,63.82,2024-01-05
23591,112.21,2024-11-07
29133,95.44,2024-10-24
27739,108.67,2024-12-10
28634,120.41,2024-02-11
43748,86.75,2024-05-19
22311,134.59,2024-05-06
30032,95.76,2024-09-27
38630,70.82,2024-10-10
37144,140.77,2024-01-17
48739,108.55,2024-02-22
15830,18.95,2024-11-21
38402,51.33,2024-12-27
18672,15.66,2024-09-13
16733,69.81,2024-05-11
22359,31.41,2024-04-17
31685,94.62,2024-12-20
42746,70.14,2024-07-28
33048,44.06,2024-06-07
29892,12.55,2024-09-21
40217,33.99,2024-11-12
4033,47.87,2024-11-22
18759,18.24,2024-08-24
46449,127.11,2024-10-07
2389,124.76,2024-02-19
40916,69.57,2024-03-01
5234,147.05,2024-07-31
6344,57.56,2024-03-21
24652,131.0,2024-02-21
49052,41.53,2024-11-06
29512,58.47,2024-10-19
7577,79.02,2024-01-13
35008,99.02,2024-11-06
24275,133.0,2024-10-12
36947,90.91,2024-09-09
13100,48.52,2024-03-24
9631,123.34,2024-11-16
7621,85.7,2024-11-06
33296,81.43,2024-02-16
14565,18.61,2024-02-21
48631,64.75,2024-08-06
45042,11.32,2024-02-18
41477,50.7,2024-07-01
38435,112.5,2024-07-27
4214,84.06,2024-06-29
33391,103.05,2024-08-20
43381,42.27,2024-06-21
47340,120.7,2024-12-10
18399,105.36,2024-12-22
42754,96.35,2024-02-29
15090,20.29,2024-10-21
46992,106.94,2024-05-15
44000,94.85,2024-11-02
3534,92.85,2024-12-07
4528,77.17,2024-03-04
28375,44.71,2024-08-28
43167,63.72,2024-12-06
11231,102.17,2024-10-10
30907,87.86,2024-12-30
22227,101.96,2024-12-13
17930,10.4,2024-08-09
35870,107.99,2024-11-24
39260,117.77,2024-08-16
39595,130.59,2024-11-22
24438,49.5,2024-07-16
25283,64.53,2024-07-18
16319,142.86,2024-08-13
72,132.73,2024-06-27
5685,90.58,2024-12-24
15875,108.44,2024-03-14
30675,28.3,2024-03-08
13978,31.74,2024-07-07
22233,111.89,2024-06-15
47057,70.49,2024-07-14
26819,59.68,2024-08-05
24205,131.32,2024-04-27
19742,126.97,2024-12-12
30457,81.36,2024-10-24
6546,132.38,2024-11-07
25772,90.95,2024-05-13
20535,11.3,2024-11-23
35729,99.53,2024-04-13
23884,123.12,2024-06-10
32492,74.54,2024-06-26
30561,57.74,2024-03-16
28021,51.27,2024-11-11
20149,124.25,2024-12-11
25312,146.11,2024-07-04
31106,122.42,2024-12-28
47228,58.39,2024-07-25
44454,130.18,2024-12-09
31806,45.84,2024-06-19
32828,60.57,2024-08-27
30564,117.83,2024-01-13
38858,37.6,2024-08-13
6750,126.17,2024-11-26
15642,132.25,2024-06-02
14603,84.44,2024-04-29
9129,90.52,2024-10-27
21999,97.77,2024-12-24
34930,29.0,2024-01-04
3167,77.88,2024-10-10
29379,37.28,2024-10-08
44350,128.69,2024-06-01
48901,109.06,2024-11-07
8182,98.44,2024-09-05
40485,53.71,2024-01-29
28502,116.03,2024-06-30
16491,70.44,2024-10-23
19771,132.58,2024-11-27
4953,37.59,2024-04-06
1098,116.11,2024-05-20
42413,31.26,2024-07-24
21171,75.42,2024-10-26
10436,145.03,2024-05-25
25423,84.04,2024-02-12
39182,112.23,2024-04-01
38764,67.79,2024-03-14
20677,36.96,2024-07-16
49596,23.9,2024-07-08
32551,62.76,2024-06-12
2409,67.75,2024-08-25
37978,138.82,2024-11-22
29644,101.8,2024-12-28
41507,144.0,2024-09-18
48230,33.94,2024-01-02
17120,42.98,2024-05-15
2855,101.73,2024-08-30
20515,109.38,2024-10-15
36743,69.81,2024-12-08
27130,93.04,2024-01-10
23820,94.52,2024-03-08
37618,31.77,2024-07-11
23119,42.74,2024-05-02
21381,35.43,2024-09-13
25682,124.43,2024-03-27
2307,144.47,2024-02-19
45389,122.09,2024-02-29
30640,27.81,2024-12-19
37600,18.23,2024-09-10
49517,31.17,2024-03-24
20531,80.63,2024-01-25
321,117.73,2024-01-24
42372,61.54,2024-05-22
44347,112.12,2024-01-27
23625,87.26,2024-07-22
13508,43.59,2024-03-16
22018,58.38,2024-05-03
6598,11.22,2024-03-05
12106,115.51,2024-05-08
26434,128.45,2024-08-16
23827,47.78,2024-05-02
22029,73.84,2024-02-02
34648,113.26,2024-06-06
1436,92.45,2024-05-09
35843,128.17,2024-06-05
17126,114.92,2024-03-09
43695,82.12,2024-11-15
5996,73.22,2024-05-30
1397,139.28,2024-09-15
36870,121.83,2024-07-05
38825,126.37,2024-11-14
17838,126.88,2024-10-17
47395,39.39,2024-12-13
38425,140.93,2024-09-24
9188,75.37,2024-12-11
44870,82.17,2024-01-04
44137,143.89,2024-09-20
16108,36.66,2024-08-19
24430,84.85,2024-08-23
1472,87.05,2024-09-21
31401,124.88,2024-09-29
21223,35.65,2024-12-07
16029,107.66,2024-12-22
4894,12.33,2024-03-27
32833,39.77,2024-11-14
42588,10.42,2024-02-26
25023,60.11,2024-08-29
228,113.83,2024-12-19
47867,12.52,2024-07-17
33069,46.26,2024-04-02
9735,33.02,2024-06-12
49652,78.83,2024-11-21
32098,132.49,2024-10-19
10749,40.55,2024-08-18
3624,94.49,2024-09-21
43680,102.44,2024-09-09
47691,116.99,2024-02-25
14232,145.44,2024-07-12
36254,59.87,2024-04-22
28949,117.2,2024-07-22
33378,47.43,2024-06-13
47683,43.98,2024-03-30
37178,100.61,2024-04-02
8125,32.37,2024-04-14
11974,51.86,2024-12-18
16236,16.01,2024-02-16
21128,129.52,2024-06-21
25864,103.08,2024-04-12
11859,92.55,2024-04-24
28392,77.2,2024-03-23
596,98.95,2024-03-28
19839,101.98,2024-02-02
22531,39.49,2024-05-18
45586,27.03,2024-10-17
15461,47.98,2024-02-08
40827,36.16,2024-10-22
43999,63.84,2024-04-01
46251,53.54,2024-03-29
41525,117.24,2024-03-31
38587,72.66,2024-03-03
28091,43.1,2024-02-20
14871,60.87,2024-05-05
39348,66.62,2024-05-21
44723,135.98,2024-11-11
42094,147.86,2024-03-08
31266,79.15,2024-06-27
24376,87.46,2024-07-07
4378,146.97,2024-10-09
44646,17.7,2024-11-29
38129,137.58,2024-05-19
32128,107.32,2024-10-06
3155,57.4,2024-09-06
22575,48.37,2024-01-24
38137,42.56,2024-11-30
5840,39.07,2024-11-27
26687,72.79,2024-06-23
41744,56.22,2024-02-19
1716,62.09,2024-10-01
23308,117.06,2024-05-02
10435,142.98,2024-03-21
14480,63.92,2024-11-11
48269,79.27,2024-01-26
1826,92.24,2024-12-07
37058,21.29,2024-12-01
23928,17.26,2024-01-06
20696,71.84,2024-11-09
10818,25.29,2024-07-20
6230,20.26,2024-01-13
12130,47.54,2024-02-10
44784,74.63,2024-02-08
47989,101.33,2024-03-14
40541,123.3,2024-09-09
10381,136.19,2024-10-01
1825,91.11,2024-04-08
14291,66.44,2024-10-20
22393,97.35,2024-11-09
37058,91.23,2024-12-24
29118,90.37,2024-11-04
27419,130.2,2024-05-30
3528,21.86,2024-01-19
24989,106.0,2024-08-18
2566,56.38,2024-12-06
12389,51.3,2024-06-17
4531,126.69,2024-01-11
46214,133.44,2024-11-18
43549,54.83,2024-10-15
13420,10.85,2024-11-23
28996,54.51,2024-02-16
44365,132.58,2024-12-25
35238,122.45,2024-02-16
2732,43.59,2024-06-16
26488,13.66,2024-02-22
17432,34.23,2024-08-03
44687,81.17,2024-02-04
43966,65.27,2024-06-27
29531,81.22,2024-03-24
26257,148.4,2024-01-31
21175,76.28,2024-02-03
43464,83.1,2024-04-16
38034,85.29,2024-10-05
21087,128.58,2024-05-31
2318,103.19,2024-04-26
15732,109.75,2024-06-27
44333,54.51,2024-10-16
8862,101.08,2024-11-23
32646,38.23,2024-01-24
42753,113.28,2024-04-26
9382,89.72,2024-06-29
30368,46.73,2024-02-28
26566,41.82,2024-12-31
49577,81.47,2024-07-21
6641,64.81,2024-08-06
41360,116.69,2024-03-30
33179,62.26,2024-10-28
49,75.26,2024-07-30
47024,90.27,2024-05-22
26123,95.67,2024-06-09
44380,94.3,2024-05-27
16725,137.23,2024-11-04
10758,123.33,2024-01-06
1193,47.75,2024-04-26
2184,147.77,2024-05-30
34751,142.75,2024-09-07
40127,39.26,2024-07-11
34504,130.85,2024-11-04
39618,57.19,2024-01-11
35481,112.81,2024-11-17
49013,18.45,2024-07-10
44620,40.35,2024-03-28
49522,52.66,2024-01-12
43767,14.87,2024-04-21
44108,147.36,2024-05-02
25292,99.18,2024-09-14
30337,143.76,2024-06-09
3755,30.04,2024-09-18
37126,142.25,2024-12-28
24978,92.54,2024-08-18
35468,36.83,2024-08-14
14700,64.93,2024-12-02
40437,29.64,2024-10-25
46182,27.08,2024-03-21
32114,115.03,2024-01-25
41585,38.74,2024-10-30
43338,66.31,2024-05-18
14508,29.5,2024-12-12
25946,68.6,2024-03-02
40789,51.93,2024-04-25
5386,23.05,2024-06-19
25022,81.39,2024-08-12
4946,55.1,2024-09-12
29499,19.38,2024-12-02
37788,36.81,2024-05-25
23533,39.6,2024-02-24
24386,142.34,2024-05-26
14184,47.22,2024-09-26
36903,33.26,2024-09-06
26192,11.13,2024-10-11
31601,96.69,2024-09-04
25472,26.94,2024-08-30
1609,13.75,2024-06-02
6,62.71,2024-01-22
48032,55.33,2024-08-25
1706,141.05,2024-07-31
32767,53.03,2024-10-12
28420,127.28,2024-04-21
5942,107.45,2024-02-05
10070,123.07,2024-07-06
11228,135.55,2024-07-10
5651,26.96,2024-04-14
6727,141.88,2024-07-12
6325,105.66,2024-05-06
6963,100.04,2024-06-09
6937,98.55,2024-09-24
22955,95.22,2024-05-22
3541,12.15,2024-10-03
42080,70.32,2024-05-26
18608,84.87,2024-11-17
24978,147.8,2024-09-17
37692,97.12,2024-09-27
25258,70.99,2024-03-16
42891,126.4,2024-03-22
48251,103.33,2024-08-12
7324,65.13,2024-09-28
43802,134.94,2024-01-10
48612,87.22,2024-10-21
49779,127.69,2024-02-13
17829,59.15,2024-08-19
20288,50.28,2024-06-20
35780,101.44,2024-11-09
31041,58.31,2024-11-04
49269,137.13,2024-01-30
20259,88.35,2024-11-04
30178,75.86,2024-08-26
7410,82.78,2024-06-07
30840,71.3,2024-04-17
46086,74.97,2024-06-21
46540,107.6,2024-06-15
41495,81.6,2024-10-11
8400,135.73,2024-04-03
25618,118.84,2024-04-26
32039,118.98,2024-12-22
27565,119.9,2024-08-08
4841,131.09,2024-03-09
40585,80.3,2024-01-14
38906,50.5,2024-07-14
42596,92.88,2024-03-26
47328,145.88,2024-02-05
48724,41.75,2024-03-10
22835,121.24,2024-05-02
6355,107.25,2024-11-14
8402,72.18,2024-02-23
9,116.19,2024-06-08
2981,12.8,2024-08-27
47619,129.61,2024-04-08
11613,114.93,2024-11-16
40227,64.3,2024-01-19
37790,79.1,2024-03-13
4821,60.18,2024-03-07
32021,89.96,2024-04-09
41706,80.27,2024-09-12
46178,25.28,2024-07-28
47700,45.88,2024-08-18
5649,78.94,2024-01-25
48897,50.91,2024-02-27
1285,96.59,2024-11-18
10724,106.9,2024-05-12
25103,148.3,2024-12-24
11991,37.18,2024-12-24
30833,101.6,2024-11-04
45229,135.28,2024-12-13
25172,121.79,2024-11-12
8238,72.92,2024-05-07
3954,133.99,2024-02-18
44992,26.14,2024-12-16
11448,126.45,2024-09-15
36601,129.9,2024-04-07
15078,44.9,2024-07-21
11420,60.05,2024-01-07
13626,48.75,2024-12-08
26947,121.5,2024-09-09
32789,147.9,2024-03-26
13772,11.87,2024-11-29
3613,19.28,2024-01-24
45771,20.09,2024-01-16
26218,27.92,2024-12-10
4622,105.21,2024-06-06
16378,12.68,2024-08-29
14250,66.15,2024-06-06
16839,94.41,2024-01-20
46985,136.01,2024-06-19
49755,112.59,2024-06-18
18391,87.06,2024-01-27
34549,65.7,2024-01-02
16635,129.03,2024-03-20
38936,85.01,2024-12-13
48504,126.25,2024-02-01
29198,136.76,2024-11-07
40402,39.26,2024-11-13
12325,89.74,2024-12-07
10909,73.65,2024-04-08
18706,130.23,2024-09-28
15014,101.45,2024-06-09
944,87.39,2024-07-20
12291,68.08,2024-04-25
41645,64.85,2024-07-30
48767,144.89,2024-11-22
33985,22.6,2024-01-02
22805,83.22,2024-03-16
49996,125.99,2024-05-07
13902,48.93,2024-10-06
6202,70.46,2024-12-18
11401,28.05,2024-02-04
20755,46.1,2024-12-21
36327,69.34,2024-08-04
16980,87.76,2024-04-05
37313,113.32,2024-07-18
11782,137.49,2024-10-19
33508,133.9,2024-08-23
35721,17.25,2024-04-17
33304,75.83,2024-06-30
18980,42.43,2024-08-16
39678,78.53,2024-12-05
18996,17.99,2024-06-01
9483,82.04,2024-05-31
14733,134.87,2024-01-28
30037,149.0,2024-05-08
42690,11.32,2024-10-03
33165,119.4,2024-10-31
30152,76.38,2024-11-28
17075,43.46,2024-03-03
48235,95.5,2024-11-23
44313,110.47,2024-08-27
18527,57.81,2024-06-14
34455,130.68,2024-04-11
38485,138.0,2024-10-04
36053,27.31,2024-12-24
12499,63.45,2024-03-19
11821,85.59,2024-07-01
30424,76.39,2024-04-28
13356,121.85,2024-07-25
27369,110.04,2024-03-28
7886,19.93,2024-09-06
26487,42.39,2024-05-21
22469,117.13,2024-03-03
41625,132.66,2024-06-06
43618,118.8,2024-01-18
25212,46.09,2024-01-20
14263,109.81,2024-06-30
14922,22.83,2024-10-03
46324,144.22,2024-12-08
26543,106.34,2024-06-06
2708,30.39,2024-09-29
3853,98.47,2024-02-02
27233,61.73,2024-09-05
16443,98.44,2024-03-25
19499,35.67,2024-07-31
39092,136.47,2024-05-14
13507,19.92,2024-01-11
32398,121.09,2024-11-30
33984,96.28,2024-08-30
40574,89.82,2024-12-25
3955,111.29,2024-06-21
35058,134.3,2024-07-12
36444,41.71,2024-06-09
26681,60.61,2024-05-08
38455,96.32,2024-06-08
5687,112.14,2024-03-30
6719,11.87,2024-05-30
35728,114.6,2024-02-21
9653,63.33,2024-06-22
44872,49.78,2024-04-24
43168,132.14,2024-05-08
44543,120.9,2024-12-11
34128,133.26,2024-12-12
10153,54.51,2024-07-11
12584,71.82,2024-05-03
17474,96.05,2024-12-21
34447,103.09,2024-06-08
40518,67.78,2024-01-02
17392,40.31,2024-07-06
37836,86.36,2024-10-15
26778,115.35,2024-12-21
27056,120.95,2024-06-07
40630,19.11,2024-01-01
10457,108.98,2024-09-30
31510,105.36,2024-03-24
18345,88.88,2024-08-23
25159,17.66,2024-11-03
19975,116.2,2024-12-06
49564,112.73,2024-05-13
37223,90.79,2024-03-30
22316,148.86,2024-12-13
33467,85.87,2024-07-13
40613,111.26,2024-01-14
35476,57.95,2024-10-04
19479,38.39,2024-02-16
48987,19.36,2024-04-09
15375,26.71,2024-05-04
32019,29.42,2024-10-01
15694,64.7,2024-05-11
31608,106.3,2024-12-03
41735,10.51,2024-12-23
49564,52.45,2024-10-27
452,113.73,2024-05-25
12093,41.15,2024-12-17
27490,80.45,2024-11-26
9213,12.52,2024-11-02
21150,78.96,2024-12-26
24087,131.23,2024-04-16
27024,80.59,2024-08-11
2278,137.45,2024-11-06
22224,95.49,2024-06-09
49199,118.66,2024-02-21
1464,66.31,2024-05-01
11079,134.66,2024-01-01
40922,68.95,2024-11-12
46600,65.93,2024-12-08
29001,55.08,2024-01-12
20740,66.76,2024-12-07
2394,22.39,2024-02-26
14220,27.86,2024-05-28
11967,98.31,2024-03-05
21077,51.9,2024-04-16
32217,81.0,2024-07-22
5804,86.42,2024-12-27
40603,45.13,2024-05-17
22652,144.28,2024-07-24
31816,144.78,2024-10-15
11541,76.89,2024-06-12
39325,85.54,2024-09-18
25469,65.24,2024-12-19
3687,108.91,2024-09-08
27102,12.91,2024-05-07
18989,146.02,2024-03-31
28702,43.34,2024-07-18
27931,85.61,2024-11-14
1659,59.87,2024-03-03
41159,18.78,2024-12-08
39241,139.18,2024-02-07
27226,146.86,2024-01-26
36861,147.62,2024-04-09
32830,139.9,2024-12-30
30180,135.49,2024-02-20
2454,25.22,2024-03-01
565,114.59,2024-08-24
533,122.35,2024-11-12
30723,79.29,2024-06-12
7515,109.92,2024-08-10
21729,17.82,2024-08-12
30318,148.02,2024-12-26
34548,12.51,2024-12-18
49579,34.96,2024-05-19
23348,83.62,2024-03-19
2647,149.09,2024-06-07
24760,18.97,2024-07-05
26722,128.12,2024-11-27
12890,117.35,2024-08-06
7835,131.56,2024-07-25
8099,29.68,2024-10-08
31996,104.23,2024-08-12
39432,73.34,2024-11-01
37337,90.72,2024-12-15
33316,65.99,2024-09-03
43166,135.09,2024-01-19
1953,90.39,2024-11-19
4058,125.51,2024-04-11
42818,130.17,2024-05-06
6079,15.61,2024-09-03
1257,148.85,2024-07-15
39508,40.57,2024-11-01
27299,127.03,2024-10-22
42217,65.4,2024-06-29
44278,87.33,2024-01-11
44825,112.23,2024-12-11
37440,43.59,2024-01-01
17344,77.11,2024-02-21
12217,49.72,2024-10-11
44809,10.95,2024-12-02
36274,33.07,2024-07-26
6655,41.47,2024-06-15
4735,129.58,2024-08-18
49329,51.01,2024-12-07
37546,108.32,2024-03-30
22268,33.93,2024-10-06
23623,69.98,2024-07-15
7593,84.36,2024-03-09
49497,74.95,2024-07-18
36519,64.9,2024-09-24
477,133.66,2024-01-26
22382,50.04,2024-08-11
25069,102.0,2024-04-25
17027,15.22,2024-04-05
46142,31.21,2024-07-19
40438,13.17,2024-06-29
47447,146.34,2024-03-04
18640,57.86,2024-07-17
15316,25.93,2024-10-15
11010,144.71,2024-03-25
43569,71.56,2024-10-18
48780,64.26,2024-11-23
14137,46.1,2024-06-22
34794,32.16,2024-02-03
41524,108.5,2024-05-28
31107,137.72,2024-07-13
47107,115.6,2024-04-05
42600,146.66,2024-07-09
43164,108.79,2024-01-25
27660,116.04,2024-09-19
27645,137.28,2024-07-31
35911,124.58,2024-01-13
8876,35.82,2024-08-18
45587,56.15,2024-07-26
37640,41.47,2024-03-13
23618,111.21,2024-10-27
11454,30.4,2024-10-07
5219,50.1,2024-08-15
43836,116.1,2024-01-13
37953,60.52,2024-03-27
26887,30.58,2024-02-21
48889,64.95,2024-08-23
12403,19.9,2024-02-07
40079,141.69,2024-11-16
3788,104.15,2024-05-30
16680,68.81,2024-04-19
25791,50.22,2024-07-22
26460,97.63,2024-11-30
348,94.82,2024-10-22
39917,74.88,2024-05-20
28047,128.29,2024-02-21
36762,149.13,2024-04-21
33577,116.12,2024-12-16
590,87.98,2024-07-26
4190,38.07,2024-08-11
23590,63.9,2024-08-10
34587,129.21,2024-03-29
1247,65.93,2024-02-04
21742,147.17,2024-02-22
27273,98.76,2024-06-27
26708,15.56,2024-11-14
41058,136.83,2024-07-26
24736,125.34,2024-11-08
44955,76.05,2024-07-06
19,102.08,2024-02-18
41396,111.78,2024-09-06
5330,85.02,2024-04-24
23512,12.38,2024-06-06
46842,29.52,2024-04-23
47715,10.36,2024-04-08
169,21.31,2024-01-18
42353,143.75,2024-07-09
8143,20.8,2024-07-26
35413,63.08,2024-06-28
6736,39.32,2024-05-30
44997,109.92,2024-12-22
47045,21.66,2024-05-10
42425,67.93,2024-09-06
21730,25.32,2024-12-05
16032,99.79,2024-09-03
38638,66.33,2024-02-23
9361,62.33,2024-08-25
8859,131.96,2024-12-08
36623,126.01,2024-09-12
10345,44.71,2024-06-01
44914,94.33,2024-11-08
39754,79.8,2024-07-16
19927,113.01,2024-07-28
48918,24.23,2024-10-15
6469,58.91,2024-10-24
12660,112.33,2024-03-17
2250,31.15,2024-08-07
4860,135.52,2024-06-07
15569,122.9,2024-06-06
47938,12.73,2024-03-18
36617,92.07,2024-07-06
18975,54.73,2024-02-05
16902,31.15,2024-12-27
33605,42.67,2024-09-15
39777,143.67,2024-02-04
593,96.72,2024-03-14
17657,38.96,2024-01-24
2156,63.27,2024-11-03
43165,22.21,2024-09-06
27614,102.72,2024-06-20
45758,133.61,2024-12-19
2291,10.23,2024-07-06
2285,20.45,2024-09-24
19717,24.49,2024-05-09
12197,76.04,2024-08-01
24049,124.64,2024-06-20
15671,31.63,2024-01-27
10673,117.47,2024-09-04
23501,72.58,2024-12-20
44475,86.45,2024-02-18
36060,79.64,2024-05-18
37005,43.79,2024-01-19
14642,34.68,2024-05-19
25299,129.59,2024-07-10
13553,116.49,2024-10-25
46858,59.88,2024-06-15
48468,123.37,2024-07-11
29469,125.92,2024-03-06
24109,49.28,2024-06-11
47993,37.0,2024-02-05
31503,98.08,2024-01-04
7077,37.86,2024-05-04
16767,109.34,2024-01-07
33630,51.59,2024-11-26
10481,68.0,2024-03-17
49532,69.28,2024-09-25
27663,51.62,2024-08-02
8742,56.67,2024-06-14
3909,108.43,2024-08-03
20709,108.94,2024-05-29
14380,12.41,2024-02-20
25830,85.95,2024-05-10
11718,75.6,2024-10-23
25721,67.57,2024-06-20
49834,144.2,2024-08-20
23787,15.78,2024-07-23
25039,99.33,2024-06-07
1222,29.92,2024-10-28
7053,57.41,2024-08-01
4402,59.15,2024-09-20
22714,33.88,2024-05-14
2943,53.9,2024-02-21
7622,120.82,2024-09-18
40190,96.89,2024-06-02
31157,29.93,2024-01-16
45125,93.36,2024-11-08
42251,71.04,2024-01-23
14127,143.47,2024-07-29
26055,63.05,2024-04-20
27214,118.77,2024-10-07
1614,111.39,2024-06-14
42773,103.16,2024-11-23
19310,95.53,2024-10-10
29772,108.24,2024-09-18
18206,49.47,2024-07-12
18543,119.1,2024-02-24
33134,144.25,2024-12-24
38136,128.16,2024-10-03
42058,57.37,2024-12-19
24807,117.36,2024-05-06
4610,49.49,2024-10-22
26078,57.29,2024-06-15
49931,54.4,2024-05-08
43389,96.05,2024-07-22
30607,34.05,2024-11-06
8109,74.34,2024-11-25
5857,85.99,2024-08-26
21548,125.41,2024-05-02
39094,149.52,2024-11-07
49179,50.0,2024-12-27
7019,120.25,2024-03-24
20999,85.37,2024-11-06
39704,12.93,2024-06-02
492,100.93,2024-06-03
6859,128.5,2024-08-24
19097,137.59,2024-06-14
45254,102.2,2024-07-08
4492,25.12,2024-08-26
38358,120.81,2024-10-28
18307,97.6,2024-01-22
47692,91.08,2024-11-21
35017,29.45,2024-12-09
8179,25.68,2024-11-20
28561,143.97,2024-01-12
48744,134.78,2024-06-06
15060,49.14,2024-08-30
4950,36.57,2024-12-12
40542,40.65,2024-10-12
17201,54.91,2024-04-09
36290,81.85,2024-06-02
39779,34.22,2024-10-02
19928,69.66,2024-03-04
44990,148.7,2024-08-26
19721,59.69,2024-08-17
76,41.26,2024-07-16
42939,115.03,2024-05-10
22812,109.1,2024-02-16
6684,115.81,2024-12-12
30519,18.6,2024-06-20
6396,57.08,2024-11-03
19789,45.55,2024-12-03
20645,117.69,2024-04-19
31263,28.82,2024-03-16
2727,24.61,2024-10-25
9481,58.55,2024-02-28
30878,86.37,2024-05-29
37402,88.71,2024-11-05
22972,16.8,2024-09-29
20173,15.97,2024-11-29
36211,61.32,2024-09-07
30558,73.68,2024-04-08
4258,37.08,2024-08-10
5115,129.41,2024-01-11
27109,138.49,2024-08-29
11160,35.73,2024-07-24
25901,92.91,2024-07-12
47718,26.31,2024-09-04
36578,119.68,2024-04-23
22963,148.93,2024-11-27
16135,149.12,2024-01-02
33211,127.46,2024-10-12
26894,36.58,2024-02-26
46466,17.0,2024-12-04
44897,10.43,2024-01-20
41785,20.2,2024-04-16
11677,141.79,2024-11-21
19219,90.96,2024-11-16
17189,111.08,2024-04-14
16443,68.05,2024-03-12
10388,104.6,2024-10-20
44058,96.98,2024-04-21
22252,135.24,2024-03-04
21076,36.08,2024-02-02
15680,76.25,2024-09-18
22970,38.85,2024-06-09
15326,60.03,2024-02-16
34114,83.03,2024-12-16
44261,113.2,2024-12-05
17688,49.4,2024-02-03
38195,36.12,2024-05-03
24807,44.76,2024-12-17
18125,23.18,2024-10-12
3362,87.18,2024-02-01
49801,97.98,2024-01-15
9754,84.65,2024-03-26
4506,15.99,2024-12-21
27699,21.94,2024-01-06
8613,134.93,2024-11-10
7335,75.27,2024-01-31
20471,40.88,2024-04-12
28468,45.93,2024-07-30
19587,138.96,2024-02-17
18685,118.66,2024-11-16
26846,149.17,2024-07-24
15036,68.13,2024-09-30
3399,116.99,2024-03-18
45655,111.04,2024-05-29
36575,62.8,2024-12-18
27409,110.73,2024-04-01
14688,107.49,2024-11-17
21764,128.43,2024-09-16
11512,93.95,2024-01-23
36631,117.4,2024-08-17
37144,140.18,2024-03-28
6768,127.34,2024-12-24
4464,146.62,2024-01-04
3631,148.57,2024-07-11
47211,13.82,2024-11-18
41799,21.57,2024-08-30
13856,99.31,2024-11-12
48116,64.06,2024-10-20
15412,130.02,2024-11-26
16173,76.42,2024-12-04
40033,20.92,2024-08-31
39639,69.37,2024-06-10
42927,41.51,2024-04-15
43821,137.19,2024-06-14
8032,87.82,2024-08-20
16251,85.52,2024-08-23
34624,30.32,2024-10-08
41727,136.99,2024-11-26
10269,113.5,2024-09-13
42447,23.53,2024-10-05
10457,28.68,2024-04-21
48612,76.68,2024-12-31
35234,83.9,2024-06-24
438,127.44,2024-01-10
18319,110.04,2024-05-14
22766,28.5,2024-12-03
25212,65.73,2024-08-17
22144,126.45,2024-09-03
20327,91.12,2024-03-16
31721,100.43,2024-06-20
33867,149.6,2024-06-19
246,55.62,2024-08-14
38223,29.85,2024-07-24
12913,37.13,2024-05-22
43741,81.28,2024-01-09
17793,63.55,2024-10-28
15207,56.59,2024-05-31
23836,139.56,2024-05-17
36893,95.44,2024-02-07
18393,31.18,2024-03-02
35924,52.85,2024-11-14
4196,39.05,2024-12-04
14238,123.05,2024-07-25
49294,51.93,2024-12-19
5091,115.77,2024-10-28
7081,39.76,2024-03-02
25120,121.55,2024-08-11
6203,130.55,2024-05-29
44732,81.63,2024-07-07
42586,133.64,2024-06-06
27091,27.63,2024-03-07
4912,77.84,2024-05-25
48842,122.45,2024-11-15
11464,64.27,2024-11-07
14843,21.78,2024-08-13
36398,58.9,2024-09-01
44554,76.04,2024-08-25
34935,46.32,2024-03-30
36087,149.71,2024-04-10
29425,11.9,2024-01-12
31300,88.74,2024-01-01
45720,106.13,2024-02-17
49616,67.35,2024-06-15
37337,16.37,2024-03-17
9594,83.98,2024-01-06
32482,74.07,2024-08-31
6190,29.11,2024-01-26
3460,30.45,2024-10-25
38582,14.83,2024-04-19
14703,122.4,2024-10-22
24878,62.37,2024-03-10
6024,91.03,2024-07-05
27861,30.2,2024-08-03
22423,113.87,2024-07-14
5155,97.81,2024-05-08
3182,40.86,2024-08-24
32280,33.13,2024-12-18
8435,15.3,2024-02-14
219,52.74,2024-07-08
32643,75.7,2024-02-21
31230,59.37,2024-01-21
41188,21.19,2024-03-21
26605,147.12,2024-04-05
37699,13.26,2024-01-11
18197,138.12,2024-07-31
44015,43.64,2024-06-11
31899,138.2,2024-02-22
2514,61.52,2024-07-02
7078,31.81,2024-03-27
23574,76.57,2024-07-29
623,44.77,2024-04-03
24832,36.79,2024-10-31
25678,72.41,2024-01-13
33952,113.36,2024-02-09
13003,31.12,2024-11-09
6604,99.09,2024-12-07
9803,135.04,2024-11-28
