data,origem,destino,volume_toneladas,tipo_carga
2024-04-07,Sorocaba,Campinas,16.8,Comum
2024-04-07,São Paulo,Ribeirão Preto,18.2,Comum
2024-04-04,Ribeirão Preto,Campinas,32.4,Comum
2024-04-02,São José do Rio Preto,São Paulo,30.5,Inflamável
2024-04-02,São José do Rio Preto,Campinas,18.6,Tóxica
2024-04-02,Sorocaba,São José do Rio Preto,5.0,Tóxica
2024-04-04,Campinas,Ribeirão Preto,32.0,Tóxica
2024-04-06,Sorocaba,São José do Rio Preto,8.7,Inflamável
2024-04-01,São Paulo,Sorocaba,12.3,Inflamável
2024-04-07,São José do Rio Preto,Ribeirão Preto,9.6,Tóxica
2024-04-04,Campinas,São José do Rio Preto,10.4,Inflamável
2024-04-02,São José do Rio Preto,São Paulo,29.1,Tóxica
2024-04-05,São José do Rio Preto,São Paulo,22.4,Comum
2024-04-03,Sorocaba,São Paulo,33.7,Inflamável
2024-04-07,Campinas,Sorocaba,11.9,Comum
2024-04-04,São José do Rio Preto,São Paulo,34.3,Comum
2024-04-01,Campinas,Sorocaba,29.8,Tóxica
2024-04-01,Campinas,São Paulo,26.9,Tóxica
2024-04-02,Ribeirão Preto,São Paulo,28.1,Inflamável
2024-04-03,São Paulo,Campinas,15.4,Comum
2024-04-07,Ribeirão Preto,São José do Rio Preto,20.9,Inflamável
2024-04-01,Campinas,São Paulo,23.3,Comum
2024-04-07,São Paulo,Campinas,24.9,Inflamável
2024-04-01,São Paulo,Sorocaba,18.7,Comum
2024-04-02,São José do Rio Preto,São Paulo,24.9,Inflamável
2024-04-03,Ribeirão Preto,Sorocaba,14.4,Inflamável
2024-04-03,São Paulo,Campinas,8.7,Tóxica
2024-04-05,Sorocaba,Ribeirão Preto,17.6,Tóxica
2024-04-02,São José do Rio Preto,São Paulo,34.6,Inflamável
2024-04-06,São Paulo,Sorocaba,13.6,Inflamável
2024-04-02,São José do Rio Preto,Ribeirão Preto,20.9,Comum
2024-04-03,Sorocaba,São Paulo,27.3,Tóxica
2024-04-06,São Paulo,São José do Rio Preto,5.4,Inflamável
2024-04-01,São Paulo,Sorocaba,32.0,Tóxica
2024-04-01,Sorocaba,São José do Rio Preto,16.6,Tóxica
2024-04-07,Sorocaba,Campinas,31.1,Inflamável
2024-04-04,Sorocaba,Ribeirão Preto,6.2,Tóxica
2024-04-03,São José do Rio Preto,Sorocaba,9.4,Inflamável
2024-04-04,Sorocaba,São Paulo,14.7,Inflamável
2024-04-06,São José do Rio Preto,São Paulo,15.4,Tóxica
2024-04-05,São Paulo,São José do Rio Preto,5.3,Tóxica
2024-04-02,São Paulo,São José do Rio Preto,24.2,Comum
2024-04-05,Campinas,Sorocaba,8.9,Tóxica
2024-04-06,Ribeirão Preto,Sorocaba,29.7,Tóxica
2024-04-03,Sorocaba,São José do Rio Preto,28.4,Inflamável
2024-04-02,Ribeirão Preto,São José do Rio Preto,11.4,Comum
2024-04-01,Sorocaba,Ribeirão Preto,24.0,Tóxica
2024-04-01,Campinas,Sorocaba,9.7,Tóxica
2024-04-04,São Paulo,Sorocaba,23.8,Comum
2024-04-03,Ribeirão Preto,São Paulo,34.7,Tóxica
2024-04-01,São José do Rio Preto,Campinas,22.8,Tóxica
2024-04-07,Ribeirão Preto,São José do Rio Preto,21.2,Tóxica
2024-04-05,São José do Rio Preto,Campinas,35.0,Inflamável
2024-04-07,Sorocaba,São José do Rio Preto,21.4,Tóxica
2024-04-05,Sorocaba,São José do Rio Preto,32.3,Tóxica
2024-04-05,São José do Rio Preto,São Paulo,12.0,Tóxica
2024-04-06,São José do Rio Preto,Sorocaba,7.9,Tóxica
2024-04-01,São José do Rio Preto,São Paulo,24.0,Tóxica
2024-04-07,São Paulo,Sorocaba,7.9,Comum
2024-04-01,Sorocaba,São José do Rio Preto,17.7,Inflamável
2024-04-07,Campinas,São Paulo,21.4,Comum
2024-04-01,São José do Rio Preto,Ribeirão Preto,34.7,Tóxica
2024-04-06,Campinas,São José do Rio Preto,11.6,Tóxica
2024-04-04,Sorocaba,Ribeirão Preto,16.3,Tóxica
2024-04-05,São José do Rio Preto,Sorocaba,9.0,Inflamável
2024-04-06,São Paulo,Ribeirão Preto,23.2,Inflamável
2024-04-04,São Paulo,Campinas,12.4,Inflamável
2024-04-05,São Paulo,Campinas,21.2,Inflamável
2024-04-07,Sorocaba,São Paulo,10.1,Tóxica
2024-04-01,São Paulo,São José do Rio Preto,17.2,Inflamável
2024-04-06,São José do Rio Preto,Campinas,34.5,Inflamável
2024-04-02,São Paulo,São José do Rio Preto,30.5,Tóxica
2024-04-06,São Paulo,Campinas,27.0,Inflamável
2024-04-04,São Paulo,Sorocaba,31.7,Tóxica
2024-04-04,Ribeirão Preto,São Paulo,27.1,Inflamável
2024-04-03,São Paulo,São José do Rio Preto,6.6,Tóxica
2024-04-03,São José do Rio Preto,Sorocaba,18.7,Tóxica
2024-04-04,Ribeirão Preto,Sorocaba,22.5,Inflamável
2024-04-07,São Paulo,Sorocaba,10.3,Comum
2024-04-07,Campinas,Ribeirão Preto,14.5,Comum
2024-04-07,Ribeirão Preto,Sorocaba,12.8,Tóxica
2024-04-03,Ribeirão Preto,Campinas,15.3,Tóxica
2024-04-02,Ribeirão Preto,Campinas,20.4,Inflamável
2024-04-01,Sorocaba,Campinas,27.3,Inflamável
2024-04-06,Sorocaba,Ribeirão Preto,30.1,Tóxica
2024-04-02,Campinas,Ribeirão Preto,32.9,Tóxica
2024-04-04,Sorocaba,Campinas,33.5,Comum
2024-04-05,Campinas,Ribeirão Preto,17.6,Tóxica
2024-04-01,Campinas,Ribeirão Preto,29.5,Comum
2024-04-01,Ribeirão Preto,São José do Rio Preto,13.5,Tóxica
2024-04-07,São Paulo,São José do Rio Preto,14.0,Comum
2024-04-04,São José do Rio Preto,Sorocaba,22.9,Tóxica
2024-04-03,Sorocaba,São Paulo,34.9,Tóxica
2024-04-05,Campinas,Sorocaba,20.5,Tóxica
2024-04-02,São José do Rio Preto,Campinas,33.1,Tóxica
2024-04-04,Campinas,Ribeirão Preto,28.6,Comum
2024-04-02,São Paulo,Sorocaba,28.9,Comum
2024-04-04,São José do Rio Preto,Ribeirão Preto,18.1,Inflamável
2024-04-03,Sorocaba,Ribeirão Preto,16.6,Inflamável
2024-04-03,Campinas,Sorocaba,10.8,Inflamável
2024-04-07,São Paulo,Sorocaba,33.9,Tóxica
2024-04-03,Campinas,São Paulo,27.4,Tóxica
2024-04-06,Campinas,São José do Rio Preto,13.9,Inflamável
2024-04-03,Sorocaba,São Paulo,12.4,Comum
2024-04-01,São Paulo,Sorocaba,34.7,Tóxica
2024-04-01,Ribeirão Preto,São Paulo,7.0,Tóxica
2024-04-02,Sorocaba,São José do Rio Preto,17.6,Comum
2024-04-04,Sorocaba,São José do Rio Preto,30.0,Inflamável
2024-04-04,Campinas,Ribeirão Preto,7.7,Tóxica
2024-04-06,Campinas,Ribeirão Preto,15.6,Tóxica
2024-04-01,Campinas,Sorocaba,33.6,Tóxica
2024-04-07,Ribeirão Preto,Sorocaba,26.0,Inflamável
2024-04-04,Campinas,Ribeirão Preto,27.6,Tóxica
2024-04-01,São Paulo,São José do Rio Preto,27.7,Inflamável
2024-04-05,São José do Rio Preto,Ribeirão Preto,6.8,Comum
2024-04-02,Campinas,São Paulo,11.1,Comum
2024-04-05,Ribeirão Preto,São José do Rio Preto,19.7,Tóxica
2024-04-06,São José do Rio Preto,Ribeirão Preto,16.0,Tóxica
2024-04-03,Campinas,Ribeirão Preto,28.4,Inflamável
2024-04-03,São José do Rio Preto,Campinas,5.4,Comum
2024-04-05,Sorocaba,Ribeirão Preto,24.8,Comum
2024-04-04,Ribeirão Preto,São José do Rio Preto,5.0,Tóxica
2024-04-02,São Paulo,Ribeirão Preto,6.9,Tóxica
2024-04-03,Campinas,Sorocaba,17.2,Tóxica
2024-04-06,Ribeirão Preto,Campinas,9.3,Tóxica
2024-04-03,São José do Rio Preto,Sorocaba,25.4,Comum
2024-04-02,Ribeirão Preto,Campinas,11.9,Tóxica
2024-04-06,Sorocaba,São Paulo,20.4,Comum
2024-04-03,São Paulo,Campinas,9.7,Tóxica
2024-04-05,São Paulo,Campinas,23.8,Tóxica
2024-04-07,São José do Rio Preto,Ribeirão Preto,22.8,Tóxica
2024-04-05,São José do Rio Preto,Ribeirão Preto,5.8,Tóxica
2024-04-06,Campinas,São José do Rio Preto,7.7,Tóxica
2024-04-05,São Paulo,Campinas,9.1,Tóxica
2024-04-02,Campinas,São Paulo,12.8,Comum
2024-04-05,São José do Rio Preto,Ribeirão Preto,18.6,Inflamável
2024-04-02,São Paulo,São José do Rio Preto,31.7,Inflamável
2024-04-04,São José do Rio Preto,Campinas,23.4,Comum
2024-04-05,São José do Rio Preto,Ribeirão Preto,31.3,Inflamável
2024-04-03,Sorocaba,Ribeirão Preto,20.8,Tóxica
2024-04-07,Ribeirão Preto,São José do Rio Preto,7.7,Comum
2024-04-06,São José do Rio Preto,Ribeirão Preto,18.9,Tóxica
2024-04-04,Sorocaba,Campinas,29.7,Inflamável
2024-04-02,Campinas,São Paulo,10.8,Inflamável
2024-04-04,São José do Rio Preto,Campinas,7.7,Tóxica
2024-04-01,Campinas,Ribeirão Preto,14.9,Tóxica
2024-04-01,São José do Rio Preto,Campinas,16.7,Comum
2024-04-05,São Paulo,Sorocaba,14.2,Comum
2024-04-03,Sorocaba,Ribeirão Preto,12.5,Tóxica
2024-04-07,São Paulo,Ribeirão Preto,25.5,Tóxica
2024-04-06,Ribeirão Preto,São Paulo,16.6,Tóxica
2024-04-04,Sorocaba,Campinas,24.0,Inflamável
2024-04-01,Campinas,São Paulo,21.1,Tóxica
2024-04-05,Sorocaba,Ribeirão Preto,21.5,Tóxica
2024-04-04,Campinas,São José do Rio Preto,20.6,Inflamável
2024-04-05,Campinas,São Paulo,5.7,Comum
2024-04-05,São Paulo,Ribeirão Preto,18.0,Inflamável
2024-04-01,São José do Rio Preto,Sorocaba,22.2,Inflamável
2024-04-01,São Paulo,São José do Rio Preto,10.5,Tóxica
2024-04-05,São José do Rio Preto,Campinas,12.7,Tóxica
2024-04-02,São Paulo,São José do Rio Preto,11.6,Inflamável
2024-04-05,São José do Rio Preto,Campinas,7.1,Inflamável
2024-04-03,São José do Rio Preto,São Paulo,15.6,Comum
2024-04-07,Sorocaba,Campinas,18.8,Inflamável
2024-04-03,Ribeirão Preto,Campinas,24.6,Inflamável
2024-04-03,São Paulo,São José do Rio Preto,24.5,Inflamável
2024-04-02,Ribeirão Preto,Sorocaba,33.5,Tóxica
2024-04-02,Sorocaba,Campinas,30.7,Inflamável
2024-04-05,Ribeirão Preto,São Paulo,28.8,Comum
2024-04-03,Ribeirão Preto,São José do Rio Preto,33.5,Tóxica
2024-04-01,Campinas,Sorocaba,23.5,Inflamável
2024-04-05,São José do Rio Preto,Ribeirão Preto,31.6,Tóxica
2024-04-04,São Paulo,São José do Rio Preto,8.0,Inflamável
2024-04-05,São José do Rio Preto,São Paulo,18.2,Inflamável
2024-04-04,Ribeirão Preto,Sorocaba,34.3,Tóxica
2024-04-07,Ribeirão Preto,São Paulo,27.2,Tóxica
2024-04-04,Campinas,São José do Rio Preto,5.9,Tóxica
2024-04-03,Sorocaba,São Paulo,25.8,Tóxica
2024-04-01,São Paulo,Sorocaba,33.0,Tóxica
2024-04-04,São Paulo,Ribeirão Preto,16.5,Inflamável
2024-04-07,Sorocaba,Ribeirão Preto,5.6,Inflamável
2024-04-05,São José do Rio Preto,Campinas,5.8,Tóxica
2024-04-03,Sorocaba,Campinas,31.8,Tóxica
2024-04-02,Sorocaba,Ribeirão Preto,6.6,Tóxica
2024-04-03,São Paulo,Sorocaba,29.1,Tóxica
2024-04-04,Ribeirão Preto,Sorocaba,29.3,Tóxica
2024-04-03,Campinas,Sorocaba,8.6,Comum
2024-04-05,Campinas,São Paulo,14.0,Inflamável
2024-04-01,São José do Rio Preto,Campinas,28.4,Comum
2024-04-03,Ribeirão Preto,São José do Rio Preto,20.8,Tóxica
2024-04-04,Campinas,Ribeirão Preto,33.7,Tóxica
2024-04-02,Sorocaba,Campinas,19.4,Tóxica
2024-04-06,Campinas,Ribeirão Preto,25.3,Comum
2024-04-02,Campinas,São José do Rio Preto,33.3,Tóxica
2024-04-03,São José do Rio Preto,Ribeirão Preto,17.0,Tóxica
2024-04-05,Campinas,São José do Rio Preto,11.9,Inflamável
2024-04-07,Campinas,Ribeirão Preto,14.8,Tóxica
2024-04-05,São José do Rio Preto,São Paulo,30.6,Inflamável
2024-04-04,Ribeirão Preto,São Paulo,19.9,Comum
2024-04-05,São Paulo,Ribeirão Preto,15.6,Tóxica
2024-04-01,São José do Rio Preto,Ribeirão Preto,21.3,Inflamável
2024-04-04,Campinas,Sorocaba,5.2,Comum
2024-04-06,Campinas,Ribeirão Preto,13.4,Tóxica
2024-04-03,São Paulo,Campinas,23.2,Tóxica
2024-04-03,Sorocaba,Campinas,29.8,Tóxica
2024-04-05,Campinas,São Paulo,32.8,Comum
2024-04-02,Campinas,São José do Rio Preto,17.4,Inflamável
2024-04-03,Sorocaba,São Paulo,27.2,Inflamável
2024-04-06,São Paulo,Campinas,7.2,Tóxica
2024-04-05,Sorocaba,Ribeirão Preto,6.7,Inflamável
2024-04-07,São José do Rio Preto,Campinas,8.7,Inflamável
2024-04-04,Sorocaba,Ribeirão Preto,18.5,Inflamável
2024-04-06,Ribeirão Preto,São José do Rio Preto,11.3,Tóxica
2024-04-05,São José do Rio Preto,Sorocaba,13.6,Comum
2024-04-06,Campinas,Ribeirão Preto,24.4,Tóxica
2024-04-03,São José do Rio Preto,São Paulo,15.8,Tóxica
2024-04-07,São Paulo,Campinas,21.7,Comum
2024-04-04,São Paulo,Campinas,17.4,Inflamável
2024-04-05,Sorocaba,Campinas,10.1,Tóxica
2024-04-01,São José do Rio Preto,Ribeirão Preto,7.2,Comum
2024-04-04,Campinas,São José do Rio Preto,12.1,Tóxica
2024-04-01,São Paulo,Ribeirão Preto,6.7,Tóxica
2024-04-06,Campinas,São Paulo,23.6,Inflamável
2024-04-02,Ribeirão Preto,Campinas,28.9,Tóxica
2024-04-04,São Paulo,Ribeirão Preto,15.2,Comum
2024-04-06,Sorocaba,Campinas,16.6,Comum
2024-04-01,Ribeirão Preto,São Paulo,29.5,Tóxica
2024-04-03,São José do Rio Preto,Sorocaba,11.7,Comum
2024-04-03,Campinas,Sorocaba,8.6,Tóxica
2024-04-02,São Paulo,Sorocaba,20.0,Inflamável
2024-04-04,Ribeirão Preto,Campinas,24.4,Comum
2024-04-04,São Paulo,Campinas,26.4,Tóxica
2024-04-07,São José do Rio Preto,Ribeirão Preto,17.8,Tóxica
2024-04-07,Sorocaba,São Paulo,12.2,Inflamável
2024-04-02,São José do Rio Preto,Sorocaba,27.8,Inflamável
2024-04-04,Sorocaba,Ribeirão Preto,31.2,Tóxica
2024-04-03,São Paulo,Sorocaba,7.9,Comum
2024-04-01,São José do Rio Preto,São Paulo,12.6,Tóxica
2024-04-06,Sorocaba,Campinas,8.1,Tóxica
2024-04-07,Ribeirão Preto,Campinas,14.7,Comum
2024-04-07,São José do Rio Preto,Ribeirão Preto,21.1,Tóxica
2024-04-03,Campinas,Sorocaba,34.2,Inflamável
2024-04-03,Ribeirão Preto,São José do Rio Preto,17.0,Tóxica
2024-04-01,São José do Rio Preto,São Paulo,11.6,Tóxica
2024-04-03,Ribeirão Preto,Campinas,10.0,Tóxica
2024-04-05,Campinas,Sorocaba,6.8,Inflamável
2024-04-06,São Paulo,Sorocaba,34.9,Tóxica
2024-04-03,Campinas,Sorocaba,20.7,Tóxica
2024-04-02,São Paulo,Ribeirão Preto,21.3,Comum
2024-04-04,Ribeirão Preto,Sorocaba,15.7,Comum
2024-04-03,São José do Rio Preto,Ribeirão Preto,25.7,Comum
2024-04-07,São José do Rio Preto,Campinas,19.1,Inflamável
2024-04-07,São Paulo,Campinas,14.9,Tóxica
2024-04-07,São José do Rio Preto,Campinas,13.0,Inflamável
2024-04-04,São Paulo,Campinas,32.8,Comum
2024-04-07,São Paulo,Campinas,13.7,Tóxica
2024-04-03,Sorocaba,São José do Rio Preto,15.5,Tóxica
2024-04-01,Campinas,São José do Rio Preto,10.6,Tóxica
2024-04-05,São Paulo,Campinas,25.8,Inflamável
2024-04-01,Ribeirão Preto,São Paulo,17.2,Tóxica
2024-04-01,Sorocaba,São José do Rio Preto,28.5,Inflamável
2024-04-01,Sorocaba,São Paulo,26.3,Tóxica
2024-04-01,Ribeirão Preto,Campinas,10.8,Inflamável
2024-04-03,São Paulo,São José do Rio Preto,21.9,Comum
2024-04-07,Campinas,São Paulo,27.3,Inflamável
2024-04-03,Ribeirão Preto,Campinas,23.0,Tóxica
2024-04-03,São Paulo,Sorocaba,27.2,Inflamável
2024-04-05,São José do Rio Preto,Sorocaba,6.7,Inflamável
2024-04-07,Ribeirão Preto,São José do Rio Preto,13.2,Inflamável
2024-04-07,Sorocaba,Campinas,30.2,Inflamável
2024-04-07,São José do Rio Preto,Ribeirão Preto,19.4,Comum
2024-04-02,Campinas,São Paulo,24.3,Tóxica
2024-04-06,São Paulo,São José do Rio Preto,28.8,Tóxica
2024-04-05,São Paulo,Sorocaba,31.9,Inflamável
2024-04-06,São José do Rio Preto,Sorocaba,27.0,Tóxica
2024-04-03,Ribeirão Preto,Campinas,9.5,Comum
2024-04-03,Ribeirão Preto,Sorocaba,30.6,Tóxica
2024-04-06,Ribeirão Preto,São Paulo,23.6,Tóxica
2024-04-02,Ribeirão Preto,São Paulo,23.3,Comum
2024-04-02,Ribeirão Preto,Campinas,32.6,Tóxica
2024-04-06,São José do Rio Preto,Sorocaba,12.5,Tóxica
2024-04-05,Sorocaba,Ribeirão Preto,12.2,Tóxica
2024-04-04,Campinas,Ribeirão Preto,20.4,Inflamável
2024-04-02,Ribeirão Preto,São José do Rio Preto,27.5,Inflamável
2024-04-01,Sorocaba,Campinas,18.4,Comum
2024-04-03,São Paulo,São José do Rio Preto,24.0,Tóxica
2024-04-06,São José do Rio Preto,Ribeirão Preto,18.6,Comum
2024-04-01,Sorocaba,Ribeirão Preto,23.3,Tóxica
2024-04-07,Ribeirão Preto,São José do Rio Preto,10.4,Tóxica
2024-04-03,Ribeirão Preto,Campinas,25.9,Tóxica
2024-04-03,Sorocaba,São Paulo,28.6,Tóxica
2024-04-02,Ribeirão Preto,São Paulo,18.4,Tóxica
2024-04-02,Sorocaba,Ribeirão Preto,14.7,Tóxica
2024-04-01,Ribeirão Preto,Campinas,5.4,Comum
2024-04-07,São Paulo,Campinas,28.9,Tóxica
2024-04-06,São Paulo,Sorocaba,14.8,Comum
2024-04-07,Campinas,Sorocaba,15.7,Comum
2024-04-03,Ribeirão Preto,São José do Rio Preto,15.1,Tóxica
2024-04-01,Ribeirão Preto,Sorocaba,20.0,Inflamável
2024-04-04,Sorocaba,São José do Rio Preto,26.1,Inflamável
2024-04-01,Sorocaba,São Paulo,28.2,Comum
2024-04-07,Ribeirão Preto,São Paulo,26.6,Tóxica
2024-04-05,Sorocaba,São Paulo,13.9,Tóxica
2024-04-05,Ribeirão Preto,São José do Rio Preto,7.9,Comum
2024-04-05,Sorocaba,Ribeirão Preto,31.8,Inflamável
2024-04-04,Ribeirão Preto,São José do Rio Preto,25.3,Comum
2024-04-01,São José do Rio Preto,São Paulo,24.4,Inflamável
2024-04-07,Sorocaba,Campinas,6.8,Tóxica
2024-04-01,Campinas,Sorocaba,29.5,Comum
2024-04-03,Ribeirão Preto,São Paulo,30.4,Tóxica
2024-04-07,São José do Rio Preto,Sorocaba,33.7,Inflamável
2024-04-07,Campinas,São Paulo,30.7,Inflamável
2024-04-01,Sorocaba,Ribeirão Preto,5.3,Tóxica
2024-04-02,São José do Rio Preto,São Paulo,31.6,Tóxica
2024-04-06,São José do Rio Preto,Campinas,7.3,Inflamável
2024-04-06,São José do Rio Preto,Sorocaba,30.5,Tóxica
2024-04-04,São Paulo,Campinas,13.4,Tóxica
2024-04-06,Ribeirão Preto,São José do Rio Preto,23.3,Inflamável
2024-04-06,Sorocaba,Ribeirão Preto,28.1,Inflamável
2024-04-03,Sorocaba,São Paulo,8.4,Inflamável
2024-04-03,Ribeirão Preto,Campinas,29.5,Inflamável
2024-04-06,Campinas,São José do Rio Preto,25.9,Tóxica
2024-04-04,Sorocaba,Ribeirão Preto,5.2,Tóxica
2024-04-05,Ribeirão Preto,São Paulo,17.1,Tóxica
2024-04-05,Ribeirão Preto,São José do Rio Preto,6.3,Comum
2024-04-02,São Paulo,Campinas,25.2,Comum
2024-04-05,Sorocaba,São José do Rio Preto,34.1,Inflamável
2024-04-05,São José do Rio Preto,São Paulo,24.7,Comum
2024-04-03,Ribeirão Preto,São José do Rio Preto,11.7,Comum
2024-04-03,Ribeirão Preto,Campinas,15.7,Comum
2024-04-06,Campinas,São Paulo,34.3,Tóxica
2024-04-02,São Paulo,Ribeirão Preto,11.7,Inflamável
2024-04-07,Ribeirão Preto,Sorocaba,17.0,Inflamável
2024-04-02,São José do Rio Preto,Campinas,31.0,Inflamável
2024-04-04,Campinas,São José do Rio Preto,15.2,Tóxica
2024-04-06,Campinas,São Paulo,24.8,Comum
2024-04-04,Campinas,Sorocaba,21.5,Inflamável
2024-04-02,São José do Rio Preto,Campinas,13.4,Tóxica
2024-04-02,São Paulo,Campinas,21.2,Inflamável
2024-04-05,Sorocaba,São Paulo,9.6,Inflamável
2024-04-07,São Paulo,Campinas,7.1,Inflamável
2024-04-04,Sorocaba,São Paulo,7.8,Comum
2024-04-02,São José do Rio Preto,Ribeirão Preto,15.3,Tóxica
2024-04-07,Sorocaba,Campinas,8.5,Inflamável
2024-04-03,São José do Rio Preto,Sorocaba,19.3,Comum
2024-04-07,São Paulo,Campinas,17.0,Comum
2024-04-07,Sorocaba,São José do Rio Preto,27.6,Tóxica
2024-04-06,Sorocaba,Campinas,33.1,Tóxica
2024-04-07,Campinas,Sorocaba,19.2,Tóxica
2024-04-05,Sorocaba,São Paulo,17.6,Tóxica
2024-04-01,São José do Rio Preto,Campinas,31.9,Inflamável
2024-04-01,Campinas,São Paulo,22.4,Tóxica
2024-04-06,São Paulo,Ribeirão Preto,12.2,Tóxica
2024-04-05,São José do Rio Preto,Sorocaba,28.9,Comum
2024-04-05,São Paulo,Sorocaba,28.2,Tóxica
2024-04-05,São José do Rio Preto,Campinas,13.9,Comum
2024-04-03,São José do Rio Preto,São Paulo,25.4,Tóxica
2024-04-01,Sorocaba,São Paulo,23.0,Comum
2024-04-01,São Paulo,Ribeirão Preto,22.2,Tóxica
2024-04-06,Sorocaba,Campinas,7.5,Inflamável
2024-04-07,São Paulo,São José do Rio Preto,25.1,Inflamável
2024-04-01,São José do Rio Preto,Sorocaba,19.1,Tóxica
2024-04-07,Ribeirão Preto,Sorocaba,18.2,Tóxica
2024-04-02,Campinas,São Paulo,12.5,Inflamável
2024-04-04,Sorocaba,São Paulo,6.1,Tóxica
2024-04-06,São Paulo,Ribeirão Preto,13.3,Tóxica
2024-04-04,Ribeirão Preto,Sorocaba,34.7,Tóxica
2024-04-02,São José do Rio Preto,São Paulo,24.9,Tóxica
2024-04-06,Ribeirão Preto,Campinas,8.5,Inflamável
2024-04-02,São Paulo,Ribeirão Preto,23.1,Inflamável
2024-04-04,São Paulo,Campinas,34.5,Inflamável
2024-04-06,Campinas,Ribeirão Preto,13.8,Comum
2024-04-04,Sorocaba,Campinas,30.4,Tóxica
2024-04-05,São José do Rio Preto,São Paulo,34.9,Tóxica
2024-04-07,Ribeirão Preto,São José do Rio Preto,22.7,Tóxica
2024-04-06,São Paulo,Ribeirão Preto,14.3,Tóxica
2024-04-06,Ribeirão Preto,São Paulo,25.2,Tóxica
2024-04-07,São José do Rio Preto,Sorocaba,30.3,Tóxica
2024-04-04,Ribeirão Preto,Sorocaba,10.1,Comum
2024-04-05,Sorocaba,Campinas,18.6,Comum
2024-04-03,Campinas,Sorocaba,14.6,Tóxica
2024-04-07,Ribeirão Preto,São José do Rio Preto,13.5,Comum
2024-04-02,Campinas,Ribeirão Preto,30.8,Comum
2024-04-04,São José do Rio Preto,Campinas,17.6,Tóxica
2024-04-07,Campinas,Ribeirão Preto,15.2,Tóxica
2024-04-06,Ribeirão Preto,São Paulo,11.6,Inflamável
2024-04-02,São Paulo,Sorocaba,11.9,Comum
2024-04-02,Campinas,São José do Rio Preto,17.3,Tóxica
2024-04-07,São Paulo,São José do Rio Preto,13.8,Tóxica
2024-04-03,Ribeirão Preto,Sorocaba,6.6,Comum
2024-04-01,Ribeirão Preto,Sorocaba,20.6,Tóxica
2024-04-04,São José do Rio Preto,Campinas,29.5,Tóxica
2024-04-01,São Paulo,Campinas,30.5,Inflamável
2024-04-07,São José do Rio Preto,Campinas,12.1,Tóxica
2024-04-01,São José do Rio Preto,Sorocaba,23.0,Tóxica
2024-04-07,São José do Rio Preto,Ribeirão Preto,30.7,Inflamável
2024-04-01,Sorocaba,São Paulo,17.3,Tóxica
2024-04-02,São José do Rio Preto,Campinas,33.0,Tóxica
2024-04-05,Campinas,São Paulo,32.1,Tóxica
2024-04-02,Ribeirão Preto,São José do Rio Preto,11.2,Inflamável
2024-04-06,Ribeirão Preto,Campinas,10.9,Inflamável
2024-04-01,São Paulo,Ribeirão Preto,32.2,Tóxica
2024-04-07,São Paulo,Campinas,32.9,Tóxica
2024-04-02,Ribeirão Preto,São Paulo,6.6,Inflamável
2024-04-01,São Paulo,Sorocaba,33.4,Inflamável
2024-04-05,São Paulo,Ribeirão Preto,10.1,Tóxica
2024-04-04,São José do Rio Preto,Ribeirão Preto,8.6,Tóxica
2024-04-03,Ribeirão Preto,São Paulo,6.0,Inflamável
2024-04-01,Ribeirão Preto,Campinas,15.9,Tóxica
2024-04-01,Campinas,Sorocaba,15.1,Tóxica
2024-04-03,São José do Rio Preto,São Paulo,16.8,Tóxica
2024-04-02,Campinas,São José do Rio Preto,14.9,Tóxica
2024-04-04,São Paulo,São José do Rio Preto,29.8,Comum
2024-04-04,Ribeirão Preto,São Paulo,12.0,Inflamável
2024-04-02,Sorocaba,Campinas,14.4,Tóxica
2024-04-05,Campinas,São José do Rio Preto,14.8,Tóxica
2024-04-03,Ribeirão Preto,São Paulo,18.5,Comum
2024-04-01,Ribeirão Preto,São José do Rio Preto,10.6,Comum
2024-04-06,São Paulo,São José do Rio Preto,10.4,Inflamável
2024-04-04,São José do Rio Preto,Campinas,17.7,Comum
2024-04-05,Sorocaba,Ribeirão Preto,30.2,Tóxica
2024-04-01,Ribeirão Preto,São Paulo,34.4,Tóxica
2024-04-02,Campinas,São José do Rio Preto,7.2,Inflamável
2024-04-07,Campinas,São Paulo,11.5,Tóxica
2024-04-02,São José do Rio Preto,Sorocaba,27.7,Tóxica
2024-04-05,Campinas,Sorocaba,21.2,Comum
2024-04-01,Sorocaba,Ribeirão Preto,14.8,Tóxica
2024-04-04,Campinas,Ribeirão Preto,11.2,Tóxica
2024-04-01,Sorocaba,Ribeirão Preto,17.9,Inflamável
2024-04-07,Campinas,São José do Rio Preto,10.3,Tóxica
2024-04-02,Sorocaba,Campinas,33.9,Inflamável
2024-04-07,Ribeirão Preto,São José do Rio Preto,8.2,Tóxica
2024-04-05,Ribeirão Preto,São Paulo,30.3,Tóxica
2024-04-05,Campinas,Ribeirão Preto,17.7,Comum
2024-04-03,São José do Rio Preto,Sorocaba,27.2,Tóxica
2024-04-05,Sorocaba,Ribeirão Preto,25.1,Inflamável
2024-04-05,São Paulo,Campinas,11.4,Inflamável
2024-04-01,Ribeirão Preto,São José do Rio Preto,15.2,Tóxica
2024-04-04,Ribeirão Preto,Sorocaba,20.4,Tóxica
2024-04-03,São Paulo,São José do Rio Preto,24.1,Inflamável
